Imagen|Piezas del Vehículo|Tipos de Daño|Sugerencia
486.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
487.jpg|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
488.jpg|['Maletero']|['Abolladura']|['Reparar']
489.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
49.jpg|['Ventana trasera izquierda']|['Rotura']|['Reemplazar']
490.jpg|['Parachoques trasero', 'Guardabarros trasero izquierdo', 'Maletero', 'Luz trasera izquierdo']|['Abolladura', 'Abolladura', 'Deformación', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
491.jpg|['Luz trasera derecho']|['Rotura']|['Reemplazar']
492.jpg|['Puerta delantera derecha', 'Guardabarros delantero derecho ']|['Abolladura', 'Deformación']|['Reparar', 'Reparar']
493.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
494.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
495.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
496.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
497.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
498.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
499.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
5.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
50.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
500.jpg|['Luz trasera izquierdo']|['Rotura']|['Reparar']
501.jpg|['Guardabarros delantero derecho ', 'Faros derecho', 'Capó ', 'Parachoques delantero', 'Luz indicadora delantera derecha']|['Abolladura', 'Abolladura', 'Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
502.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
503.jpg|['Faros izquierdo']|['Rotura']|['Reemplazar']
504.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
505.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
506.jpg|['Parachoques trasero', 'Luz trasera izquierdo']|['Desprendimiento', 'Rotura']|['Reparar', 'Reemplazar']
507.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
508.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Capó ', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
509.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
51.jpg|['Rueda ']|['Rotura']|['Reparar']
510.jpg|['Capó ', 'Rejilla, parrilla']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
511.jpg|['Ventanilla trasera derecha      ', 'Rueda ']|['Rotura', 'Rotura']|['Reemplazar', 'Reemplazar']
512.jpg|['Rueda ']|['Rotura']|['Reparar']
513.jpg|['Capó ']|['Abolladura']|['Reparar']
514.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
515.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Abolladura', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
516.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
517.jpg|['Puerta trasera izquierda', 'Puerta delantera izquierda', 'Marco de las puertas']|['Rayón', 'Rayón', 'Rayón']|['Reparar', 'Reparar', 'Reparar']
518.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
519.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
52.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
520.jpg|['Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Fractura', 'Rotura']|['Reparar', 'Reemplazar']
521.jpg|['Rueda ']|['Rotura']|['Reparar']
522.jpg|['Parachoques delantero', 'Parachoques delantero', 'Rueda ']|['Desprendimiento', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
523.jpg|['Marco de las puertas', 'Puerta delantera izquierda']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
524.jpg|['Rueda ']|['Rotura']|['Reparar']
525.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
526.jpg|['Marco de las puertas', 'Puerta trasera derecha', 'Puerta delantera derecha']|['Rayón', 'Rotura', 'Rotura']|['Reparar', 'Reemplazar', 'Reparar']
527.jpg|['Parachoques trasero', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
528.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
529.jpg|['Puerta delantera izquierda', 'Guardabarros trasero izquierdo', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Deformación']|['Reparar', 'Reparar', 'Reparar']
53.jpg|['Parachoques delantero', 'Faros derecho']|['Rayón', 'Rotura']|['Reparar', 'Reemplazar']
530.jpg|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
531.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
532.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
533.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Faros izquierdo', 'Parachoques delantero']|['Abolladura', 'Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
534.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
535.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
536.jpg|['Guardabarros delantero derecho ', 'Faros derecho', 'Parachoques delantero']|['Rotura', 'Rotura', 'Rotura']|['Reemplazar', 'Reemplazar', 'Reparar']
537.jpg|['Faros derecho', 'Parachoques delantero']|['Rotura', 'Rotura']|['Reemplazar', 'Reparar']
538.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Luz indicadora delantera derecha']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
539.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
54.jpg|['Guardabarros delantero izquierdo ']|['Rayón']|['Reparar']
540.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
541.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
542.jpg|['Luz indicadora delantera izquierda', 'Parachoques delantero']|['Rotura', 'Rotura']|['Reemplazar', 'Reparar']
543.jpg|['Guardabarros delantero izquierdo ']|['Rayón']|['Reparar']
544.jpg|['Maletero']|['Abolladura']|['Reparar']
545.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
546.jpg|['Puerta delantera derecha', 'Puerta trasera derecha', 'Guardabarros trasero derecho', 'Rueda ']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
547.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
548.jpg|['Rueda ']|['Rotura']|['Reparar']
549.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
55.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
550.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
551.jpg|['Parachoques delantero']|['Desprendimiento']|['Reparar']
552.jpg|['Capó ', 'Parabrisas delantero']|['Deformación', 'Rotura']|['Reparar', 'Reemplazar']
553.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
554.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
555.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Rueda ']|['Abolladura', 'Deformación', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
556.jpg|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
557.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
558.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Puerta delantera izquierda', 'Rueda ']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
559.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
56.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
560.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
561.jpg|['Capó ', 'Parabrisas delantero']|['Deformación', 'Rotura']|['Reemplazar', 'Reemplazar']
562.jpg|['Marco de las puertas', 'Puerta trasera derecha', 'Rueda ']|['Rayón', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
563.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
564.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
565.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
566.jpg|['Ventanilla trasera izquierda      ']|['Rotura']|['Reemplazar']
567.jpg|['Rueda ']|['Rotura']|['Reparar']
568.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
569.jpg|['Parachoques trasero', 'Guardabarros trasero izquierdo']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
57.jpg|['Puerta delantera derecha', 'Puerta trasera derecha']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
570.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
571.jpg|['Marco de las puertas', 'Parabrisas delantero']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
572.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
573.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
574.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
575.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
576.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
577.jpg|['Parachoques trasero', 'Luz trasera izquierdo']|['Rayón', 'Rotura']|['Reparar', 'Reemplazar']
578.jpg|['Maletero']|['Deformación']|['Reparar']
579.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
58.jpg|['Guardabarros delantero derecho ']|['Rayón']|['Reparar']
580.jpg|['Guardabarros trasero derecho', 'Puerta trasera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
581.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
582.jpg|['Marco de las puertas', 'Puerta delantera izquierda']|['Abolladura', 'Deformación']|['Reparar', 'Reemplazar']
583.jpg|['Capó ', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
584.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Parabrisas delantero']|['Desprendimiento', 'Rayón', 'Rotura']|['Reemplazar', 'Reparar', 'Reemplazar']
585.jpg|['Parachoques delantero']|['Desprendimiento']|['Reparar']
586.jpg|['Parachoques delantero', 'Faros derecho']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
587.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
588.jpg|['Maletero']|['Abolladura']|['Reparar']
589.jpg|['Parachoques delantero', 'Rueda ', 'Antiniebla delantero izquierdo']|['Rotura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
59.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
590.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
591.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
592.jpg|['Guardabarros trasero derecho', 'Puerta delantera derecha']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
593.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
594.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Deformación', 'Desprendimiento']|['Reparar', 'Reparar']
595.jpg|['Ventana trasera izquierda']|['Rotura']|['Reemplazar']
596.jpg|['Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
597.jpg|['Moldura puerta delantera izquierda', 'Puerta delantera izquierda']|['Desprendimiento', 'Rayón']|['Reemplazar', 'Reparar']
598.jpg|['Techo ', 'Marco de las puertas', 'Parabrisas delantero']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
599.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
6.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
60.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Espejo lateral izquierdo', 'Parachoques delantero']|['Deformación', 'Deformación', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reparar']
600.jpg|['Guardabarros trasero derecho']|['Rayón']|['Reparar']
601.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
602.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Capó ', 'Faros derecho']|['Deformación', 'Deformación', 'Deformación', 'Rotura']|['Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
603.jpg|['Rueda ']|['Rotura']|['Reparar']
604.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
605.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
606.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
607.jpg|['Espejo lateral izquierdo']|['Rayón']|['Reparar']
608.jpg|['Rueda ']|['Rotura']|['Reparar']
609.jpg|['Luz trasera derecho']|['Rotura']|['Reemplazar']
61.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rotura']|['Reparar', 'Reparar']
610.jpg|['Parachoques delantero']|['Deformación']|['Reemplazar']
611.jpg|['Capó ']|['Abolladura']|['Reparar']
612.jpg|['Guardabarros delantero derecho ']|['Rayón']|['Reparar']
613.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
614.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
615.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
616.jpg|['Faros izquierdo', 'Parachoques delantero']|['Rotura', 'Rotura']|['Reemplazar', 'Reemplazar']
617.jpg|['Faros izquierdo', 'Parachoques delantero']|['Rotura', 'Rotura']|['Reemplazar', 'Reparar']
618.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
619.jpg|['Parachoques trasero', 'Guardabarros trasero derecho']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
62.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
620.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Rueda ']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
621.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
622.jpg|['Parachoques trasero', 'Luz trasera derecho']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
623.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
624.jpg|['Guardabarros trasero izquierdo', 'Parachoques trasero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
625.jpg|['Parachoques delantero', 'Capó ', 'Guardabarros delantero derecho ', 'Faros derecho']|['Abolladura', 'Abolladura', 'Desprendimiento', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
626.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
627.jpg|['Espejo lateral derecho', 'Parabrisas delantero']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
628.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
629.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero', 'Faros derecho']|['Deformación', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
63.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
630.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
631.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
632.jpg|['Maletero', 'Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
633.jpg|['Parachoques delantero', 'Rueda ']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
634.jpg|['Rueda ']|['Rotura']|['Reparar']
635.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
636.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
637.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
638.jpg|['Maletero', 'Parachoques trasero', 'Guardabarros trasero derecho', 'Luz trasera derecho', 'Rueda ']|['Abolladura', 'Desprendimiento', 'Desprendimiento', 'Rotura', 'Rotura']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reparar']
639.jpg|['Parachoques delantero']|['Rotura']|['Reparar']
64.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
640.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
641.jpg|['Ventanilla trasera derecha      ']|['Rotura']|['Reemplazar']
642.jpg|['Puerta delantera derecha', 'Puerta trasera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
643.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
644.jpg|['Faros izquierdo']|['Rotura']|['Reemplazar']
645.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
646.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
647.jpg|['Guardabarros delantero izquierdo ', 'Puerta delantera izquierda', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Abolladura']|['Reparar', 'Reparar', 'Reparar']
648.jpg|['Puerta trasera derecha', 'Guardabarros trasero derecho']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
649.jpg|['Rueda ']|['Rotura']|['Reparar']
65.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
650.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Puerta delantera izquierda', 'Parabrisas delantero', 'Faros izquierdo', 'Antiniebla delantero izquierdo']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
651.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
652.jpg|['Rueda ']|['Rotura']|['Reparar']
653.jpg|['Puerta trasera derecha']|['Abolladura']|['Reparar']
654.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
655.jpg|['Puerta trasera izquierda', 'Manija izquierda', 'Guardabarros trasero izquierdo']|['Rayón', 'Rayón', 'Rayón']|['Reparar', 'Reparar', 'Reparar']
656.jpg|['Guardabarros trasero izquierdo', 'Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
657.jpg|['Parabrisas delantero']|['Rayón']|['Reparar']
658.jpg|['Capó ', 'Espejo lateral derecho']|['Abolladura', 'Desprendimiento']|['Reparar', 'Reemplazar']
659.jpg|['Guardabarros trasero derecho', 'Parachoques trasero']|['Abolladura', 'Desprendimiento']|['Reparar', 'Reparar']
66.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
660.jpg|['Puerta delantera derecha']|['Rayón']|['Reparar']
661.jpg|['Guardabarros delantero derecho ', 'Rueda ']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
662.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
663.jpg|['Capó ', 'Rejilla, parrilla', 'Faros derecho']|['Deformación', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
664.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
665.jpg|['Espejo lateral izquierdo', 'Parabrisas delantero']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
666.jpg|['Guardabarros trasero izquierdo']|['Abolladura']|['Reparar']
667.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
668.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
669.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
67.jpg|['Parachoques delantero', 'Antiniebla delantero derecho']|['Rotura', 'Rotura']|['Reparar', 'Reemplazar']
670.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
671.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
672.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
673.jpg|['Parachoques delantero', 'Capó ', 'Faros derecho', 'Rejilla, parrilla']|['Abolladura', 'Deformación', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
674.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
675.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
676.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
677.jpg|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda', 'Puerta delantera izquierda', 'Marco de las puertas', 'Moldura puerta trasera izquierda', 'Moldura puerta delantera izquierda']|['Abolladura', 'Abolladura', 'Abolladura', 'Abolladura', 'Desprendimiento', 'Desprendimiento']|['Reparar', 'Reparar', 'Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
678.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
679.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
68.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
680.jpg|['Capó ', 'Guardabarros delantero izquierdo ', 'Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Abolladura', 'Rotura', 'Rotura', 'Rotura', 'Rotura']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
681.jpg|['Guardabarros trasero izquierdo']|['Abolladura']|['Reparar']
682.jpg|['Guardabarros trasero derecho']|['Abolladura']|['Reparar']
683.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
684.jpg|['Parachoques delantero', 'Faros izquierdo', 'Guardabarros delantero izquierdo ']|['Rotura', 'Rotura', 'Rotura']|['Reemplazar', 'Reemplazar', 'Reemplazar']
685.jpg|['Guardabarros trasero derecho']|['Rayón']|['Reparar']
686.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
687.jpg|['Marco de las puertas', 'Puerta trasera derecha']|['Fractura', 'Rayón']|['Reparar', 'Reparar']
688.jpg|['Parachoques trasero', 'Guardabarros trasero derecho', 'Maletero', 'Luz trasera derecho', 'Parabrisas trasero']|['Deformación', 'Deformación', 'Deformación', 'Rotura', 'Rotura']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
689.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
69.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
690.jpg|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
691.jpg|['Rueda ']|['Rotura']|['Reparar']
692.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
693.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
694.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
695.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
696.jpg|['Guardabarros trasero derecho']|['Rayón']|['Reparar']
697.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
698.jpg|['Guardabarros trasero derecho', 'Luz trasera derecho']|['Abolladura', 'Rotura']|['Reparar', 'Reparar']
699.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
7.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
70.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
700.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
701.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
702.jpg|['Puerta trasera izquierda']|['Rayón']|['Reparar']
703.jpg|['Parachoques trasero', 'Guardabarros trasero derecho']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
704.jpg|['Parachoques trasero', 'Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Abolladura', 'Deformación', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
705.jpg|['Puerta delantera izquierda', 'Manija izquierda', 'Puerta trasera izquierda']|['Rayón', 'Rayón', 'Rayón']|['Reparar', 'Reparar', 'Reparar']
706.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
707.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Rotura', 'Rotura']|['Reemplazar', 'Reemplazar']
708.jpg|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
709.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
71.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
710.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
711.jpg|['Puerta trasera derecha', 'Puerta delantera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
712.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
713.jpg|['Parachoques delantero', 'Faros izquierdo']|['Fractura', 'Fractura']|['Reparar', 'Reemplazar']
714.jpg|['Luz trasera izquierdo', 'Parachoques trasero']|['Fractura', 'Rayón']|['Reemplazar', 'Reparar']
715.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Faros derecho', 'Luz indicadora delantera derecha', 'Rejilla, parrilla']|['Abolladura', 'Abolladura', 'Fractura', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
716.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
717.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
718.jpg|['Parachoques trasero', 'Guardabarros trasero derecho', 'Luz trasera izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
719.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
72.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
720.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
721.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
722.jpg|['Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
723.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
724.jpg|['Parachoques delantero', 'Antiniebla delantero izquierdo']|['Rayón', 'Rotura']|['Reparar', 'Reemplazar']
725.jpg|['Guardabarros delantero derecho ', 'Luz indicadora delantera derecha']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
726.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
727.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
728.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
729.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
73.jpg|['Capó ', 'Parabrisas delantero']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
730.jpg|['Rueda ']|['Rotura']|['Reemplazar']
731.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
732.jpg|['Rueda ']|['Rotura']|['Reparar']
733.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
